id,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,label
11217,2,8,4,6,3,9,3,7,4,10,4
11218,3,9,4,9,4,7,1,4,3,13,1
11219,3,8,3,12,2,4,2,10,1,13,0
11220,3,12,1,6,2,3,1,8,4,11,0
11221,3,6,3,8,4,12,4,2,1,11,0
11222,3,2,2,4,4,3,2,7,2,6,0
11223,3,5,4,1,2,8,2,3,1,5,1
11224,2,5,3,2,3,11,4,9,1,7,0
11225,2,1,2,9,4,2,4,1,3,12,1
11226,4,1,3,8,2,6,4,7,3,4,0
11227,3,11,4,10,4,6,1,2,3,13,0
11228,4,5,2,9,1,1,2,5,1,3,1
11229,3,10,3,6,2,1,1,12,2,10,1
11230,3,3,4,8,3,1,2,13,4,2,0
11231,4,7,4,10,2,8,2,12,3,12,1
11232,1,2,2,2,3,5,1,5,3,1,2
11233,3,3,4,13,2,7,2,8,1,10,0
11234,3,4,4,11,2,2,3,3,1,8,0
11235,1,5,4,10,2,8,3,10,3,7,1
11236,2,7,2,11,3,12,4,13,4,1,0
11237,3,5,1,11,2,1,1,12,4,8,0
11238,1,11,1,4,2,1,4,12,4,8,0
11239,3,9,4,7,1,3,1,7,3,3,2
11240,3,1,2,7,2,2,3,10,1,2,1
11241,2,2,1,11,1,3,2,8,1,7,0
11242,4,6,1,2,2,6,1,12,4,9,1
11243,1,12,4,5,3,1,4,2,4,8,0
11244,4,1,3,6,4,6,1,10,2,5,1
11245,1,6,2,6,4,12,1,7,4,6,3
11246,3,7,2,11,4,1,1,13,3,13,1
11247,2,11,3,12,4,8,2,12,3,4,1
11248,2,11,3,10,4,13,1,10,1,7,1
11249,1,4,2,5,2,3,4,5,2,4,2
11250,4,5,4,12,1,6,2,3,3,13,0
11251,2,8,3,11,1,2,4,10,4,13,0
11252,3,4,1,10,1,12,2,3,4,4,1
11253,4,9,1,3,1,13,3,13,2,9,2
11254,2,2,4,12,3,7,1,3,2,9,0
11255,2,5,2,12,1,1,1,11,4,4,0
11256,1,8,1,4,2,2,1,12,3,5,0
11257,1,12,2,1,4,10,4,5,2,5,1
11258,2,6,1,4,2,7,4,7,3,6,2
11259,1,5,3,13,3,3,4,6,2,5,1
11260,2,4,2,10,4,13,2,6,3,8,0
11261,2,5,1,2,4,13,4,6,3,12,0
11262,3,12,2,4,2,10,1,5,2,9,0
11263,3,6,1,11,2,6,3,11,4,9,2
11264,3,7,3,8,3,12,4,13,2,7,1
11265,2,9,3,2,4,7,4,3,2,13,0
11266,2,2,3,5,2,11,1,12,4,12,1
11267,4,7,2,9,4,4,2,1,1,9,1
11268,3,9,3,3,1,10,2,2,3,7,0
11269,4,3,1,13,3,7,4,11,2,2,0
11270,2,13,2,7,1,10,4,6,3,13,1
11271,4,11,2,8,4,10,4,2,2,13,0
11272,3,5,2,4,1,4,1,3,4,9,1
11273,4,3,3,7,2,12,2,1,4,11,0
11274,1,4,2,1,4,10,2,13,4,9,0
11275,1,1,4,10,4,3,1,12,1,9,0
11276,2,10,2,4,1,5,2,5,4,10,2
11277,4,11,3,7,3,1,4,4,2,3,0
11278,2,1,4,4,4,12,3,8,2,9,0
11279,2,7,1,11,3,12,2,13,1,6,0
11280,4,2,2,3,4,10,1,1,3,2,1
11281,1,6,1,13,4,1,4,7,4,8,0
11282,2,5,2,11,1,5,2,7,4,12,1
11283,3,2,3,4,1,8,1,10,3,13,0
11284,4,12,4,11,3,10,2,12,1,5,1
11285,2,6,1,6,3,1,3,13,1,12,1
11286,4,10,3,3,3,12,3,5,4,7,0
11287,3,8,1,8,4,1,2,12,3,11,1
11288,1,10,4,8,1,6,1,11,1,9,0
11289,4,13,3,4,4,2,1,3,3,12,0
11290,3,5,4,9,4,5,1,2,1,4,1
11291,1,8,2,6,2,9,2,12,4,4,0
11292,3,3,1,13,3,4,2,13,2,1,1
11293,4,1,2,10,4,3,1,9,2,6,0
11294,1,5,4,7,4,13,4,9,3,4,0
11295,2,10,3,8,2,12,3,1,4,2,0
11296,3,9,1,10,4,1,4,11,2,2,0
11297,2,3,1,10,2,2,2,12,4,9,0
11298,1,10,1,4,3,4,2,6,4,6,2
11299,3,5,4,1,4,6,3,10,2,9,0
11300,4,6,3,3,2,10,1,13,3,5,0
11301,1,11,2,9,3,12,2,4,3,10,0
11302,2,1,1,2,4,9,1,9,4,11,1
11303,1,1,4,7,1,10,1,5,2,6,0
11304,2,7,1,11,4,1,3,1,2,11,2
11305,3,13,2,8,2,4,4,9,1,4,1
11306,2,1,1,2,1,10,3,6,1,3,0
11307,3,13,3,6,1,5,3,7,4,8,0
11308,3,13,1,10,2,12,1,3,3,9,0
11309,2,9,1,6,4,1,1,2,4,2,1
11310,3,9,3,6,2,8,4,2,4,12,0
11311,3,10,3,11,2,4,4,6,1,9,0
11312,3,10,4,3,2,2,2,7,4,8,0
11313,2,7,2,4,1,5,4,12,1,8,0
11314,4,9,2,1,2,2,1,10,3,12,0
11315,1,12,4,11,4,8,3,5,1,9,0
11316,4,9,4,4,4,13,2,7,1,5,0
11317,1,9,2,4,3,8,3,1,3,10,0
11318,4,2,2,10,2,3,3,4,2,11,0
11319,3,10,3,5,2,12,4,7,4,13,0
11320,4,6,1,1,2,11,3,4,1,3,0
11321,3,3,3,12,4,5,1,11,4,2,0
11322,2,8,3,12,2,11,4,2,1,4,0
11323,4,2,1,13,1,9,3,10,3,13,1
11324,4,8,4,6,4,9,2,6,2,3,1
11325,1,2,4,10,3,6,3,5,1,11,0
11326,1,11,1,4,3,13,3,5,4,12,0
11327,4,7,4,11,4,2,1,5,1,4,0
11328,1,6,2,1,4,11,1,13,2,10,0
11329,3,7,4,13,4,4,4,11,3,11,1
11330,3,5,4,5,3,9,4,8,4,9,2
11331,1,7,3,2,1,2,2,13,1,12,1
11332,1,3,2,6,4,9,4,1,2,7,0
11333,4,5,3,10,3,13,3,9,1,6,0
11334,3,5,1,2,3,3,4,1,2,1,1
11335,4,12,1,13,1,7,4,3,2,13,1
11336,3,10,4,10,1,1,1,9,2,10,3
11337,1,8,3,2,3,13,4,12,3,5,0
11338,2,6,4,9,4,4,2,13,3,5,0
11339,3,3,3,13,4,11,2,7,1,5,0
11340,3,13,2,4,4,11,3,12,4,3,0
11341,4,5,4,6,3,2,2,3,3,9,0
11342,3,11,3,7,1,1,4,12,2,12,1
11343,2,3,3,2,4,7,2,13,1,10,0
11344,1,4,4,5,2,7,3,5,3,7,2
11345,4,6,4,9,3,9,1,11,1,12,1
11346,2,7,2,1,2,6,4,10,4,11,0
11347,1,5,2,6,2,1,4,4,1,3,0
11348,3,8,1,13,4,4,1,2,4,11,0
11349,2,1,1,7,2,6,1,5,4,5,1
11350,3,9,2,5,2,10,1,5,4,7,1
11351,2,13,4,8,2,1,3,3,2,9,0
11352,2,6,1,7,3,1,4,11,3,4,0
11353,1,4,2,9,4,10,4,12,4,6,0
11354,3,11,4,11,1,5,3,4,2,4,2
11355,2,4,3,12,2,7,3,2,3,10,0
11356,1,4,3,2,4,4,4,13,1,1,1
11357,4,3,3,8,2,1,4,8,1,13,1
11358,1,10,4,7,1,3,2,3,1,7,2
11359,2,5,1,9,3,4,1,7,4,12,0
11360,3,13,4,2,3,9,1,6,2,4,0
11361,4,12,2,11,1,7,4,3,4,11,1
11362,4,1,1,10,1,8,1,4,4,4,1
11363,4,1,1,1,3,6,1,10,1,4,1
11364,3,7,1,1,3,4,1,5,2,11,0
11365,2,13,1,6,4,12,4,2,4,3,0
11366,1,3,4,5,1,2,1,8,2,10,0
11367,4,3,3,12,2,10,2,13,4,9,0
11368,1,3,4,11,3,4,1,7,4,5,0
11369,2,2,3,3,2,3,4,10,1,13,1
11370,2,4,2,1,4,10,2,5,3,2,0
11371,4,12,4,13,3,8,4,9,4,1,0
11372,4,2,4,13,1,2,1,5,2,11,1
11373,2,1,1,2,3,12,3,2,3,9,1
11374,3,12,1,3,3,1,2,4,1,7,0
11375,1,7,2,8,3,5,4,10,1,3,0
11376,3,2,3,12,3,3,4,5,2,6,0
11377,3,10,4,1,2,6,2,8,4,11,0
11378,3,4,1,10,2,5,4,7,1,1,0
11379,1,8,4,10,3,12,2,4,4,9,0
11380,3,10,4,9,2,8,4,5,3,2,0
11381,1,13,1,6,2,3,4,6,1,3,2
11382,4,10,2,10,4,6,1,2,4,5,1
11383,1,1,2,7,2,1,1,11,1,5,1
11384,3,8,3,2,2,11,4,9,2,4,0
11385,4,5,4,12,2,6,3,8,1,8,1
11386,2,12,4,11,4,10,1,8,4,12,1
11387,3,2,4,3,1,3,4,6,1,4,1
11388,1,3,3,1,3,3,4,3,2,2,3
11389,2,13,4,2,3,2,1,1,4,3,1
11390,3,7,3,11,1,3,4,8,3,9,0
11391,1,8,3,5,1,1,4,8,1,3,1
11392,1,6,2,9,2,5,3,11,4,8,0
11393,1,3,3,12,1,11,1,10,2,2,0
11394,1,6,2,5,3,8,2,2,3,13,0
11395,2,1,2,8,2,12,2,4,3,2,0
11396,2,2,4,2,1,1,4,5,1,9,1
11397,3,2,3,13,2,11,3,1,1,7,0
11398,4,3,2,3,1,2,2,11,1,9,1
11399,2,10,4,5,4,6,1,6,4,4,1
11400,4,8,2,11,1,10,2,7,4,11,1
11401,3,1,3,4,4,13,1,5,2,13,1
11402,1,5,2,9,4,6,2,4,1,12,0
11403,4,9,4,2,1,10,3,12,4,6,0
11404,2,12,3,5,4,2,1,11,2,11,1
11405,2,7,4,5,4,9,4,4,2,13,0
11406,3,5,2,8,2,10,2,13,4,12,0
11407,4,8,1,11,4,6,1,7,1,2,0
11408,3,3,2,6,1,10,1,9,1,13,0
11409,1,9,2,1,2,8,1,6,4,2,0
11410,2,5,3,13,2,12,2,9,4,8,0
11411,4,2,3,13,3,1,3,10,1,13,1
11412,4,6,3,5,3,6,3,12,3,1,1
11413,2,3,4,5,1,1,2,6,4,2,0
11414,3,1,2,2,1,12,4,7,2,1,1
11415,1,8,3,11,4,1,1,4,2,10,0
11416,2,13,2,2,3,8,4,7,2,6,0
11417,2,5,2,1,4,7,2,12,2,6,0
11418,3,11,4,12,2,12,2,6,3,10,1
11419,3,1,2,3,4,13,3,10,1,9,0
11420,1,6,2,2,4,7,3,5,4,8,0
11421,1,4,2,13,1,3,2,5,1,9,0
11422,3,12,2,3,3,7,4,9,2,4,0
11423,3,1,4,3,3,12,1,4,2,1,1
11424,3,1,2,9,2,1,1,1,1,13,3
11425,4,1,2,6,2,10,1,2,4,6,1
11426,4,12,2,5,1,1,1,2,2,8,0
11427,3,10,3,2,1,8,3,4,4,13,0
11428,4,10,1,4,2,1,1,5,3,2,0
11429,1,2,3,8,1,13,1,10,3,7,0
11430,2,13,3,10,1,2,3,2,2,5,1
11431,3,11,2,3,2,1,1,9,1,1,1
11432,2,3,2,1,3,10,4,4,2,6,0
11433,2,7,1,10,1,13,3,1,2,11,0
11434,3,12,3,3,1,8,4,10,3,11,0
11435,4,1,2,6,1,6,2,3,1,3,2
11436,3,11,3,7,3,13,3,9,2,10,0
11437,3,3,2,11,4,3,3,11,1,9,2
11438,4,1,3,11,1,3,4,6,2,2,0
11439,2,4,1,11,2,7,3,6,4,3,0
11440,2,3,2,9,3,13,3,9,2,6,1
11441,4,2,1,13,2,2,3,12,4,5,1
11442,3,4,2,10,2,3,1,9,1,3,1
11443,4,5,3,4,3,3,3,7,2,9,0
11444,1,13,2,5,3,13,4,9,2,10,1
11445,2,5,4,7,4,12,2,11,3,6,0
11446,4,4,4,2,4,7,3,11,4,8,0
11447,3,9,4,2,2,2,1,1,2,8,1
11448,2,9,4,12,2,2,1,10,4,3,0
11449,1,10,3,11,2,13,2,5,4,7,0
11450,2,10,1,11,2,13,1,13,4,1,1
11451,4,5,4,7,3,5,4,13,2,2,1
11452,3,13,2,12,1,9,3,8,2,5,0
11453,1,13,1,2,2,7,2,8,4,6,0
11454,1,8,4,7,3,1,3,4,4,2,0
11455,3,3,3,10,2,4,1,1,1,3,1
11456,1,3,4,1,4,10,1,4,3,12,0
11457,1,6,3,1,3,11,1,9,3,13,0
11458,4,1,2,2,2,12,4,10,4,12,1
11459,3,5,1,7,4,7,2,13,4,8,1
11460,4,4,2,10,4,8,2,2,2,7,0
11461,3,10,4,9,1,9,2,1,4,10,2
11462,2,5,3,7,2,2,4,4,4,3,0
11463,2,5,1,12,4,3,3,12,3,3,2
11464,1,13,4,7,4,2,1,12,4,6,0
11465,3,5,3,4,4,5,4,11,3,12,1
11466,1,12,4,4,3,12,3,13,2,11,1
11467,1,13,3,12,3,7,1,5,1,6,0
11468,3,8,4,8,1,2,2,10,4,7,1
11469,3,13,1,9,4,6,4,3,3,12,0
11470,1,9,2,8,2,13,2,10,2,1,0
11471,4,10,4,8,3,11,2,7,2,9,4
11472,4,3,1,6,3,5,1,9,2,7,0
11473,1,6,1,9,1,8,2,11,4,7,0
11474,1,12,4,2,3,11,4,8,2,12,1
11475,3,1,4,13,2,7,3,12,4,2,0
11476,1,11,1,10,3,7,1,4,2,10,1
11477,4,8,4,6,3,1,2,6,2,3,1
11478,4,4,2,7,4,11,2,11,3,4,2
11479,2,1,4,4,3,1,1,13,2,4,2
11480,3,12,4,11,4,2,1,5,1,8,0
11481,1,9,1,10,4,3,1,1,3,13,0
11482,3,10,3,11,4,8,4,7,4,6,0
11483,2,11,4,8,4,12,4,4,3,3,0
11484,4,3,4,11,2,2,3,5,4,10,0
11485,2,4,3,9,4,10,4,12,3,2,0
11486,1,6,4,13,1,8,3,8,4,2,1
11487,2,4,2,6,3,9,3,2,1,5,0
11488,3,8,1,1,4,4,3,6,1,7,0
11489,2,3,4,5,1,11,1,5,2,13,1
11490,4,10,1,3,3,2,4,6,2,4,0
11491,4,8,3,7,2,12,4,5,2,6,0
11492,2,12,3,5,1,3,2,7,2,9,0
11493,4,7,3,12,1,5,3,2,4,10,0
11494,1,3,1,13,4,6,2,13,2,8,1
11495,4,11,4,10,3,4,2,4,4,8,1
11496,2,8,2,7,2,11,2,5,3,10,0
11497,4,13,2,9,4,11,1,7,4,3,0
11498,3,11,1,12,4,2,2,13,3,1,0
11499,3,1,3,7,3,11,3,10,3,2,5
11500,4,2,1,12,2,2,4,5,4,9,1
11501,3,8,1,12,2,13,1,9,3,2,0
11502,2,3,1,9,3,4,4,6,1,10,0
11503,2,1,1,6,4,8,1,7,2,11,0
11504,4,4,2,8,2,2,2,12,1,2,1
11505,4,11,4,8,2,6,1,7,2,4,0
11506,1,12,1,7,4,3,2,13,4,1,0
11507,2,12,2,5,1,7,3,10,2,11,0
11508,2,10,2,13,3,10,2,3,3,1,1
11509,1,9,3,1,4,11,3,2,4,3,0
11510,4,13,4,3,2,8,2,10,1,11,0
11511,2,13,2,3,1,10,3,11,4,6,0
11512,3,2,1,7,2,13,4,2,1,9,1
11513,1,11,1,6,3,8,4,13,3,13,1
11514,3,5,2,10,1,5,3,9,2,9,2
11515,3,11,3,1,4,3,2,1,1,2,1
11516,2,7,3,6,3,8,3,2,4,5,0
11517,2,3,3,9,1,8,2,6,1,6,1
11518,2,6,3,10,4,1,3,9,1,5,0
11519,3,13,1,13,3,7,4,10,3,10,2
11520,4,10,2,9,2,7,3,2,2,3,0
11521,3,11,3,4,3,5,1,9,2,5,1
11522,4,11,2,13,4,8,4,2,3,10,0
11523,4,11,2,3,3,1,1,13,3,11,1
11524,3,10,2,5,2,9,3,5,4,12,1
11525,3,7,2,1,4,1,1,8,3,5,1
11526,4,7,4,11,3,2,2,1,1,1,1
11527,1,6,1,4,1,5,1,10,1,8,5
11528,2,1,3,6,2,12,4,3,1,6,1
11529,3,7,4,8,2,2,2,9,4,1,0
11530,1,13,3,12,3,11,1,4,2,10,0
11531,1,8,3,9,4,5,3,10,4,10,1
11532,4,4,3,8,3,6,3,3,2,12,0
11533,3,3,4,11,1,3,1,5,4,4,1
11534,1,10,2,3,4,9,2,12,2,2,0
11535,3,10,4,5,4,8,4,6,3,8,1
11536,4,10,4,5,2,3,2,2,3,1,0
11537,1,12,4,13,4,6,3,3,2,3,1
11538,3,5,4,3,4,9,4,12,4,8,0
11539,3,12,4,2,3,8,1,9,3,3,0
11540,4,5,3,9,4,4,1,5,2,13,1
11541,1,1,2,10,2,9,3,8,1,9,1
11542,2,6,1,13,4,10,4,4,3,13,1
11543,4,7,4,13,2,3,3,9,1,8,0
11544,3,12,1,10,4,2,2,1,4,10,1
11545,2,8,3,1,2,5,3,5,1,11,1
11546,1,13,2,6,3,9,4,13,1,9,2
11547,2,7,3,13,2,13,2,9,3,8,1
11548,4,5,3,2,1,7,4,7,4,2,2
11549,4,4,2,7,2,2,4,6,3,2,1
11550,1,10,2,5,2,11,4,3,3,3,1
11551,3,9,1,5,2,8,1,8,2,10,1
11552,2,6,4,9,1,10,2,10,3,6,2
11553,4,3,2,9,4,9,3,1,2,2,1
11554,2,5,2,7,3,9,4,7,1,1,1
11555,2,12,1,9,1,7,3,2,4,5,0
11556,3,2,4,2,1,8,3,5,2,2,3
11557,3,6,3,11,4,1,2,9,1,6,1
11558,3,7,3,10,4,12,3,6,3,4,0
11559,2,1,3,2,4,3,3,13,2,7,0
11560,1,6,4,12,4,2,1,2,4,10,1
11561,3,7,4,2,4,3,4,13,1,11,0
11562,4,12,1,8,2,3,3,3,2,4,1
11563,1,5,1,10,2,3,3,10,3,9,1
11564,4,4,2,6,4,5,4,9,2,11,0
11565,2,10,3,10,4,1,1,3,2,3,2
11566,2,6,2,5,1,1,1,13,4,10,0
11567,2,13,2,12,4,10,2,3,3,3,1
11568,2,10,3,12,1,11,2,3,1,8,0
11569,4,13,2,7,4,4,1,12,3,2,0
11570,2,4,4,10,4,2,3,6,3,4,1
11571,3,13,1,11,3,1,1,1,1,9,1
11572,3,8,2,5,3,1,2,2,1,2,1
11573,4,9,2,7,1,1,3,10,3,5,0
11574,2,13,2,1,1,2,2,8,1,7,0
11575,4,3,4,10,4,12,1,8,3,12,1
11576,4,9,2,5,1,4,3,3,4,1,0
11577,4,13,4,5,3,9,4,2,1,10,0
11578,4,3,1,8,2,11,3,4,3,1,0
11579,3,7,1,13,1,4,2,7,2,1,1
11580,4,7,1,2,2,1,3,1,3,4,1
11581,1,9,1,8,3,3,1,13,4,10,0
11582,2,8,4,1,4,11,4,3,4,8,1
11583,4,6,4,5,1,12,3,2,1,11,0
11584,1,9,1,2,4,2,4,6,2,12,1
11585,2,1,3,10,3,7,1,1,4,7,2
11586,3,6,2,1,1,4,2,7,3,3,0
11587,3,6,1,2,1,9,2,5,4,2,1
11588,2,6,1,3,4,13,3,2,2,3,1
11589,1,10,2,4,3,8,1,3,4,2,0
11590,3,6,3,11,2,13,3,9,1,9,1
11591,3,13,2,11,2,8,2,4,3,2,0
11592,4,12,3,5,2,6,3,1,1,7,0
11593,2,5,2,4,4,10,4,2,3,5,1
11594,1,5,1,13,3,3,1,6,4,2,0
11595,3,12,2,1,4,7,2,3,1,2,0
11596,1,3,3,12,1,4,2,6,2,5,0
11597,4,10,4,2,3,11,4,13,3,5,0
11598,4,8,2,7,1,3,4,2,2,10,0
11599,4,9,3,7,2,6,3,6,3,8,1
11600,2,13,4,6,3,3,4,13,3,8,1
11601,3,2,3,7,4,10,2,8,2,7,1
11602,2,11,3,10,2,6,4,3,4,9,0
11603,2,5,2,3,4,3,4,10,1,6,1
11604,2,5,1,12,3,13,1,13,2,11,1
11605,1,4,1,8,3,13,1,1,3,2,0
11606,2,12,4,8,4,13,3,1,2,1,1
11607,3,6,2,10,2,11,3,1,3,9,0
11608,3,5,3,3,4,5,2,13,1,13,2
11609,2,7,1,12,4,2,3,4,2,8,0
11610,2,11,3,6,3,8,1,6,2,4,1
11611,1,2,3,6,2,1,2,4,3,9,0
11612,2,9,3,2,4,12,3,10,2,12,1
11613,2,4,2,8,4,11,2,10,3,8,1
11614,2,6,1,9,4,9,1,11,1,4,1
11615,4,12,4,4,3,2,1,6,3,5,0
11616,2,7,1,2,3,13,2,5,4,2,1
11617,4,8,1,7,3,5,2,5,2,1,1
11618,2,5,4,1,4,3,3,12,1,11,0
11619,4,10,2,10,1,5,2,13,2,7,1
11620,4,4,2,12,1,8,4,6,4,1,0
11621,2,4,2,5,4,5,4,9,1,2,1
11622,3,10,3,11,2,5,1,7,3,8,0
11623,4,5,2,7,4,2,3,7,3,5,2
11624,3,11,1,13,1,8,3,6,4,9,0
11625,1,13,2,6,3,2,3,7,4,7,1
11626,4,2,3,6,3,11,1,5,4,11,1
11627,4,5,4,7,1,8,2,1,2,4,0
11628,1,7,1,10,1,5,4,7,2,8,1
11629,2,4,3,10,1,2,4,12,3,13,0
11630,2,9,4,2,4,13,2,10,1,10,1
11631,1,3,2,1,3,11,3,1,1,9,1
11632,4,12,4,4,4,11,4,1,4,9,5
11633,1,11,4,2,2,1,1,10,1,1,1
11634,1,5,4,13,4,6,4,11,2,13,1
11635,4,4,3,5,2,5,4,1,1,13,1
11636,3,12,2,2,4,13,3,6,4,4,0
11637,2,3,2,11,2,10,1,8,3,1,0
11638,4,10,2,13,4,5,2,4,1,13,1
11639,2,12,1,8,1,10,3,13,1,4,0
11640,4,11,2,9,3,4,4,10,2,5,0
11641,1,8,1,10,1,7,3,1,1,9,0
11642,2,9,2,2,3,9,3,8,1,1,1
11643,3,5,1,5,2,7,2,9,3,1,1
11644,3,9,3,2,4,5,1,5,4,7,1
11645,4,6,2,11,3,4,3,11,1,4,2
11646,4,9,1,11,3,11,1,3,4,12,1
11647,3,4,3,5,4,13,2,3,2,2,0
11648,3,13,3,12,3,8,1,12,3,3,1
11649,3,10,1,4,1,3,4,11,2,10,1
11650,1,6,2,5,3,10,3,6,2,12,1
11651,2,9,4,5,1,4,4,7,2,11,0
11652,4,4,3,4,2,10,2,12,1,12,2
11653,3,10,1,4,3,11,1,13,3,2,0
11654,1,12,4,3,2,8,2,10,1,5,0
11655,3,10,1,2,4,11,4,5,2,1,0
11656,4,7,2,4,1,8,2,13,4,3,0
11657,4,12,1,9,4,3,4,9,3,11,1
11658,2,2,4,8,2,9,1,5,3,5,1
11659,3,6,3,10,2,2,1,13,3,3,0
11660,4,8,2,8,1,11,4,7,3,11,2
11661,3,2,4,2,3,6,2,7,3,7,2
11662,1,3,2,9,3,7,1,8,3,8,1
11663,4,9,2,13,3,6,1,11,3,4,0
11664,3,4,4,7,1,3,1,4,2,3,2
11665,3,4,2,10,1,11,2,7,1,2,0
11666,2,6,4,4,4,6,4,8,3,4,2
11667,4,3,2,3,3,7,2,5,2,6,1
11668,4,4,3,2,2,5,3,3,1,7,0
11669,1,3,1,9,4,11,4,10,1,8,0
11670,4,13,4,7,2,11,3,3,1,6,0
11671,3,1,4,10,3,12,2,3,4,4,0
11672,1,1,1,10,4,3,3,2,2,1,1
11673,4,12,4,1,3,10,4,11,2,7,0
11674,4,10,3,10,1,11,1,10,3,3,3
11675,3,9,4,2,2,10,4,8,2,5,0
11676,1,9,4,7,4,6,4,3,3,6,1
11677,1,5,4,7,2,1,3,8,4,6,0
11678,2,12,4,8,2,11,1,8,2,13,1
11679,1,7,4,8,2,2,1,9,3,7,1
11680,4,7,3,11,2,1,4,5,1,12,0
11681,4,1,2,9,3,10,1,4,4,6,0
11682,3,4,2,3,4,8,3,12,2,1,0
11683,2,7,2,3,4,7,2,1,3,9,1
11684,3,4,4,13,1,10,3,13,1,2,1
11685,3,4,4,8,2,11,2,13,1,2,0
11686,1,8,2,13,2,9,3,6,3,4,0
11687,2,8,2,10,1,2,4,2,2,7,1
11688,4,10,4,7,2,8,2,4,3,9,0
11689,2,4,3,9,2,11,1,4,3,3,1
11690,4,4,2,13,3,1,3,12,4,6,0
11691,3,8,1,8,1,9,1,1,4,7,1
11692,2,13,1,11,2,1,1,8,2,4,0
11693,1,9,3,3,2,4,4,13,2,12,0
11694,2,12,2,11,2,10,2,13,1,7,0
11695,2,10,4,6,4,9,3,1,4,4,0
11696,3,13,4,3,2,13,1,1,1,9,1
11697,2,6,3,13,3,12,3,6,4,6,3
11698,2,7,4,12,1,5,2,8,4,8,1
11699,2,8,2,13,4,2,3,2,4,13,2
11700,1,1,1,13,2,8,3,3,1,6,0
11701,2,13,1,5,4,13,3,4,2,8,1
11702,2,5,2,2,2,12,3,5,4,9,1
11703,4,3,4,11,4,5,2,3,1,5,2
11704,3,2,3,11,1,2,4,6,2,3,1
11705,4,1,3,11,4,6,1,12,4,8,0
11706,2,2,2,3,2,5,1,3,2,11,1
11707,1,5,3,2,1,9,1,3,4,2,1
11708,3,9,2,6,3,10,2,7,3,5,0
11709,4,8,1,5,4,4,1,4,4,2,1
11710,4,13,3,8,1,9,4,9,3,3,1
11711,1,1,4,9,2,3,1,10,1,8,0
11712,1,6,1,10,1,13,2,9,2,13,1
11713,2,8,3,2,3,6,4,1,3,13,0
11714,2,7,4,12,4,6,1,1,1,7,1
11715,3,7,4,5,4,13,3,6,3,2,0
11716,3,2,2,13,1,11,2,6,1,12,0
11717,4,10,1,6,2,6,3,1,2,13,1
11718,4,9,3,9,4,7,2,6,1,7,2
11719,4,9,4,6,2,5,3,9,2,4,1
11720,1,1,3,12,4,12,1,11,3,5,1
11721,1,13,2,1,3,1,1,7,2,2,1
11722,3,13,4,5,1,7,4,6,2,12,0
11723,4,10,3,2,1,11,2,4,1,8,0
11724,2,7,3,5,3,2,4,8,3,12,0
11725,2,12,3,1,4,8,3,11,3,8,1
11726,4,7,3,5,4,6,3,8,1,12,0
11727,2,11,1,5,3,6,3,12,2,3,0
11728,3,13,1,8,1,2,4,5,2,8,1
11729,2,9,2,4,1,4,2,6,3,1,1
11730,2,5,1,8,3,11,2,10,3,13,0
11731,1,3,4,10,3,4,1,12,4,1,0
11732,4,9,3,12,1,9,2,12,1,8,2
11733,2,8,1,7,1,9,2,9,2,2,1
11734,1,10,2,4,1,11,2,11,4,1,1
11735,1,12,3,9,2,10,2,2,2,8,0
11736,1,5,3,5,4,8,2,9,2,5,3
11737,3,3,1,6,2,6,1,13,4,9,1
11738,4,2,2,6,1,11,3,7,3,6,1
11739,1,2,4,13,4,2,1,8,1,6,1
11740,2,2,1,4,2,8,3,8,2,3,1
11741,4,7,3,5,1,2,1,5,4,3,1
11742,4,10,2,6,3,2,2,13,1,12,0
11743,3,2,1,3,1,7,2,12,4,8,0
11744,3,4,4,9,1,9,4,10,1,7,1
11745,1,3,2,5,1,13,4,1,4,12,0
11746,1,12,3,1,2,6,3,4,4,13,0
11747,2,5,1,5,3,2,4,7,3,12,1
11748,3,1,1,4,4,8,2,9,3,10,0
11749,2,9,1,9,2,6,2,1,4,12,1
11750,2,13,3,11,1,7,1,9,4,11,1
11751,1,8,4,12,2,8,2,9,4,8,3
11752,1,5,1,8,4,12,1,2,4,10,0
11753,4,6,4,3,2,8,4,12,2,11,0
11754,2,5,1,8,3,10,2,11,4,5,1
11755,4,7,4,8,3,5,4,11,1,13,0
11756,1,12,3,7,4,13,3,10,2,10,1
11757,2,7,1,8,1,2,4,2,3,10,1
11758,1,2,4,6,4,12,3,9,2,9,1
11759,3,11,1,12,4,4,3,7,3,9,0
11760,3,6,1,5,2,6,3,4,1,2,1
11761,4,1,2,7,4,9,3,10,3,5,0
11762,2,10,4,13,4,12,1,9,3,13,1
11763,3,8,2,3,2,10,2,7,1,4,0
11764,2,9,3,6,2,7,3,13,3,8,0
11765,1,11,1,13,4,11,1,6,4,6,2
11766,2,2,4,11,4,7,4,2,3,12,1
11767,3,8,4,3,3,1,2,2,3,11,0
11768,1,2,4,13,4,12,3,8,2,6,0
11769,2,12,3,10,2,4,4,2,2,7,0
11770,4,1,1,8,3,1,2,12,3,12,2
11771,1,6,3,6,2,6,2,12,3,8,3
11772,2,4,1,10,3,7,4,8,1,3,0
11773,2,1,4,11,2,11,1,2,4,10,1
11774,2,3,1,13,1,1,3,5,3,2,0
