id,AT,V,AP,RH,target
4695.0,31.94,74.99,1002.05,34.12,440.17
4696.0,18.37,58.96,1015.5,67.79,460.25
4697.0,18.16,43.72,1008.64,75.22,454.98
4698.0,31.19,69.68,1012.6,52.06,440.97
4699.0,8.91,40.69,1015.11,89.65,481.59
4700.0,12.32,41.62,1012.88,88.88,464.72
4701.0,18.95,65.48,1018.17,71.85,452.85
4702.0,18.06,43.14,1013.95,62.21,461.27
4703.0,12.22,41.2,1016.81,81.22,474.96
4704.0,18.41,49.69,1006.66,80.55,454.97
4705.0,13.94,42.86,1012.35,88.78,471.64
4706.0,5.99,35.79,1011.56,91.69,484.82
4707.0,22.79,44.57,1007.31,69.36,448.91
4708.0,25.0,68.14,1005.35,57.13,437.67
4709.0,14.41,40.83,1009.82,80.43,470.13
4710.0,25.74,63.73,1010.88,70.87,441.9
4711.0,29.01,64.79,1017.62,44.31,442.12
4712.0,19.73,68.63,1012.41,74.12,450.26
4713.0,19.48,39.72,1001.75,55.41,457.16
4714.0,24.45,68.63,1013.38,45.35,446.33
4715.0,21.5,50.32,1008.65,81.68,442.71
4716.0,35.03,68.27,1006.55,43.82,426.22
4717.0,27.22,69.04,1008.89,70.62,440.85
4718.0,13.35,41.44,1015.9,66.04,473.17
4719.0,6.72,38.91,1016.89,90.47,485.89
4720.0,19.05,53.16,1013.22,82.8,455.76
4721.0,29.95,73.42,1011.44,66.32,432.81
4722.0,12.45,37.92,1008.03,61.87,470.59
4723.0,11.22,43.13,1017.24,80.9,473.93
4724.0,17.66,60.08,1017.22,86.96,456.62
4725.0,25.97,57.32,1012.13,47.48,442.73
4726.0,19.15,56.53,1019.95,84.1,456.4
4727.0,23.63,58.79,1017.2,67.68,442.86
4728.0,25.68,68.27,1008.05,68.48,434.89
4729.0,24.85,70.09,1006.56,70.09,439.96
4730.0,26.39,66.49,1012.96,60.35,433.36
4731.0,26.47,47.43,1009.09,54.94,439.4
4732.0,30.24,68.24,1009.68,64.67,426.25
4733.0,32.0,73.17,1009.92,42.47,433.72
4734.0,24.85,70.47,1006.64,85.37,434.47
4735.0,28.44,67.07,1006.08,50.42,433.15
4736.0,30.4,71.97,1008.42,76.28,430.23
4737.0,15.25,41.17,1016.0,62.05,468.76
4738.0,7.47,40.07,1015.45,50.3,489.59
4739.0,17.13,42.86,1014.15,73.6,463.09
4740.0,19.13,45.38,1014.72,81.95,459.94
4741.0,16.79,44.6,1014.27,48.08,459.48
4742.0,6.4,41.17,1019.54,85.37,488.82
4743.0,19.12,44.85,1014.66,43.66,463.71
4744.0,23.13,71.25,1002.49,94.59,431.91
4745.0,20.34,46.63,1013.16,79.08,453.62
4746.0,29.79,69.34,1008.82,65.13,434.74
4747.0,25.99,63.07,1012.5,64.81,442.16
4748.0,8.01,40.46,1019.42,76.15,475.42
4749.0,25.06,62.39,1008.09,82.56,438.31
4750.0,11.52,40.8,1024.31,73.49,479.56
4751.0,6.57,39.37,1020.2,77.37,487.94
4752.0,16.29,53.82,1014.97,73.15,459.95
4753.0,29.77,69.98,1013.32,69.6,430.65
4754.0,13.15,41.14,1026.72,80.31,461.49
4755.0,20.03,45.01,1012.73,56.89,460.11
4756.0,20.62,48.41,1007.37,87.51,445.4
4757.0,25.16,58.82,1009.63,72.62,442.0
4758.0,18.64,52.08,1004.24,99.9,451.3
4759.0,24.01,65.18,1012.57,76.02,437.27
4760.0,10.58,41.49,1020.43,91.9,473.19
4761.0,22.07,69.94,1011.18,80.86,440.09
4762.0,25.44,63.13,1011.74,77.83,441.91
4763.0,10.59,41.93,1017.7,92.91,479.85
4764.0,30.75,73.88,1005.62,57.95,436.97
4765.0,26.26,63.73,1010.45,70.61,442.18
4766.0,10.67,45.0,1022.99,85.91,481.83
4767.0,13.8,44.21,1022.93,83.37,468.97
4768.0,26.38,71.58,1011.02,80.9,434.26
4769.0,16.36,44.88,1018.34,76.0,468.53
4770.0,22.06,59.39,1015.26,85.04,441.31
4771.0,13.78,40.0,1018.38,68.67,458.74
4772.0,21.75,59.8,1016.65,72.94,453.17
4773.0,16.44,53.82,1015.4,63.16,462.09
4774.0,28.09,70.02,1010.84,51.29,437.83
4775.0,11.45,40.8,1027.74,78.6,476.28
4776.0,8.86,40.8,1028.18,91.0,483.36
4777.0,8.97,39.66,1021.63,78.94,482.62
4778.0,31.18,70.36,1006.38,56.74,438.46
4779.0,19.55,42.04,1009.99,67.87,466.4
4780.0,16.81,38.52,1018.26,75.21,459.01
4781.0,7.57,41.14,1028.23,87.97,477.8
4782.0,10.84,39.18,1023.64,87.1,474.49
4783.0,20.94,44.58,1016.98,59.65,463.69
4784.0,32.27,71.85,1007.88,56.01,427.56
4785.0,25.06,64.63,1020.66,54.93,446.57
4786.0,6.99,40.07,1014.83,54.36,490.11
4787.0,29.22,75.23,1010.49,48.73,438.57
4788.0,21.02,61.5,1008.52,77.74,448.08
4789.0,14.38,40.66,1016.34,92.37,463.1
4790.0,27.97,68.31,1010.64,55.91,443.34
4791.0,14.8,44.92,1024.06,91.67,464.01
4792.0,27.23,49.16,1004.03,40.8,443.78
4793.0,11.17,40.27,1009.54,74.56,476.18
4794.0,23.28,48.92,1010.23,41.55,449.27
4795.0,14.91,39.28,1014.57,75.23,469.34
4796.0,30.13,71.98,1004.95,63.62,431.0
4797.0,11.41,41.4,1019.01,78.59,449.5
4798.0,12.72,40.64,1021.11,93.24,475.73
4799.0,28.75,70.02,1010.33,46.55,440.31
4800.0,12.98,39.64,1013.95,74.39,473.54
4801.0,13.65,42.86,1015.41,87.67,471.75
4802.0,8.02,41.92,1029.8,92.05,467.21
4803.0,26.92,62.44,1011.09,70.8,437.99
4804.0,25.08,51.43,1011.8,71.98,446.67
4805.0,8.83,43.56,1014.9,81.55,482.43
4806.0,26.6,61.02,1010.26,66.16,436.19
4807.0,26.5,66.75,1018.48,61.62,431.23
4808.0,22.83,59.43,1005.51,83.93,440.76
4809.0,17.63,40.55,1002.27,73.42,462.13
4810.0,33.37,71.37,1003.75,45.26,432.67
4811.0,6.17,40.07,1013.7,58.99,495.21
4812.0,25.56,58.82,1010.44,70.23,441.0
4813.0,14.07,42.86,1032.16,71.53,467.47
4814.0,22.18,59.8,1016.77,73.16,453.24
4815.0,11.05,40.75,1016.55,87.08,478.07
4816.0,31.38,68.27,1006.79,52.79,426.67
4817.0,29.78,74.78,1009.28,55.09,436.39
4818.0,27.55,63.13,1012.92,71.29,440.75
4819.0,28.94,68.67,1005.39,75.24,434.65
4820.0,12.79,44.68,1022.51,99.55,465.75
4821.0,8.81,43.14,1012.46,73.99,481.56
4822.0,5.21,35.79,1012.44,94.35,485.17
4823.0,28.73,68.3,1016.53,55.73,434.15
4824.0,23.16,69.94,1004.92,68.68,438.48
4825.0,13.31,42.18,1016.0,83.94,466.56
4826.0,13.02,45.51,1015.24,80.05,468.46
4827.0,28.48,54.2,1013.14,49.51,440.55
4828.0,16.47,38.01,1022.3,72.29,461.54
4829.0,12.19,41.17,1019.43,65.47,475.64
4830.0,29.11,74.78,1009.6,56.93,438.75
4831.0,31.61,69.04,1008.11,47.96,439.19
4832.0,24.94,74.33,1014.3,75.34,435.21
4833.0,25.57,65.46,1014.81,38.58,444.46
4834.0,27.4,69.13,1001.4,82.47,426.18
4835.0,12.58,43.67,1012.86,94.01,472.65
4836.0,25.39,58.79,1015.85,62.59,441.51
4837.0,24.13,48.98,1014.74,40.13,460.38
4838.0,15.89,41.7,1018.93,82.68,463.33
4839.0,20.12,58.12,1015.47,79.38,453.33
4840.0,10.19,37.14,1012.74,73.48,475.01
4841.0,27.3,56.85,1011.66,36.09,440.01
4842.0,28.44,74.93,1013.88,52.0,441.52
4843.0,29.87,69.13,1001.08,72.75,426.47
4844.0,26.04,74.67,1016.68,81.2,433.55
4845.0,18.12,58.95,1017.82,86.16,449.28
4846.0,24.75,69.89,1015.29,82.01,438.1
4847.0,17.62,43.52,1021.01,71.52,457.45
4848.0,24.82,57.19,1007.82,71.46,439.91
4849.0,29.05,68.24,1007.88,42.67,433.92
4850.0,13.09,39.85,1012.86,58.42,475.89
4851.0,9.0,40.78,1025.39,99.22,468.5
4852.0,15.56,41.04,1025.8,64.81,457.11
4853.0,21.5,61.5,1008.43,78.13,447.83
4854.0,21.28,70.72,1010.29,86.22,445.54
4855.0,26.13,48.06,1013.5,47.67,440.99
4856.0,11.02,40.71,1020.3,86.64,469.31
4857.0,28.03,68.67,1005.52,58.16,438.8
4858.0,16.14,44.63,1019.44,47.85,463.5
4859.0,23.55,73.18,1011.85,87.97,437.88
4860.0,23.96,47.43,1008.38,63.55,446.86
4861.0,31.37,74.87,1009.22,56.58,436.16
4862.0,18.53,63.91,1010.26,97.8,440.64
4863.0,24.58,48.98,1014.96,38.75,459.79
4864.0,16.78,39.63,1005.84,87.91,465.97
4865.0,22.67,68.08,1013.0,66.59,443.79
4866.0,5.15,40.78,1025.34,95.84,483.03
4867.0,14.38,40.1,1015.51,81.23,467.28
4868.0,27.99,69.89,1013.94,51.25,435.79
4869.0,10.1,41.79,1019.36,78.07,474.09
4870.0,19.29,50.16,1010.49,97.78,450.21
4871.0,25.47,60.75,1007.27,65.91,438.42
4872.0,28.55,69.84,1003.38,67.26,432.7
4873.0,30.75,71.25,1000.07,65.47,431.93
4874.0,10.55,41.92,1030.0,91.23,470.95
4875.0,27.54,68.27,1008.12,56.42,433.0
4876.0,24.72,68.67,1006.74,79.02,443.06
4877.0,27.7,72.24,1011.02,67.6,434.56
4878.0,27.38,70.04,1011.18,72.26,428.88
4879.0,10.8,41.62,1012.84,93.84,462.84
4880.0,23.32,69.13,1010.75,91.84,435.27
4881.0,25.2,61.08,1013.04,74.28,447.09
4882.0,15.5,39.16,1016.24,78.13,469.52
4883.0,23.55,61.87,1009.65,54.83,443.54
4884.0,14.14,39.82,1012.46,81.15,472.52
4885.0,13.17,36.71,1012.82,72.76,474.93
4886.0,14.73,58.2,1019.45,82.48,458.56
4887.0,11.03,42.32,1017.26,90.56,470.92
4888.0,20.61,60.1,1010.84,80.57,450.46
4889.0,24.73,74.22,1010.15,79.83,436.55
4890.0,22.35,63.94,1010.32,93.02,443.9
4891.0,27.46,61.86,1012.39,66.09,439.72
4892.0,11.64,41.39,1017.36,83.4,479.53
4893.0,27.24,71.25,1000.5,86.28,430.94
4894.0,34.48,74.34,1000.91,42.61,433.94
4895.0,24.29,57.5,1014.85,67.28,449.98
4896.0,18.67,58.46,1016.73,87.7,447.16
4897.0,18.33,44.34,1019.55,51.69,468.8
4898.0,21.19,50.16,1005.81,84.27,450.33
4899.0,28.4,75.23,1011.12,55.01,441.78
4900.0,3.21,38.44,1017.11,84.86,492.93
4901.0,30.36,69.04,1009.6,58.73,436.72
4902.0,15.0,41.17,1015.57,64.82,468.72
4903.0,22.19,62.96,1019.54,67.96,453.03
4904.0,28.56,69.51,1012.45,46.59,434.35
4905.0,23.85,52.3,1005.9,70.95,441.99
4906.0,21.36,59.54,1007.99,92.62,446.09
4907.0,13.98,41.79,1010.6,83.84,457.12
4908.0,17.44,44.89,1009.9,80.54,457.67
4909.0,26.39,49.16,1005.68,56.18,442.87
4910.0,24.92,48.92,1010.11,36.53,445.56
4911.0,15.14,39.72,1002.96,72.52,460.15
4912.0,5.62,41.31,1001.37,89.16,485.6
4913.0,15.75,39.16,1016.31,77.99,468.87
4914.0,8.04,40.64,1020.64,89.26,477.78
4915.0,7.81,40.71,1023.32,82.08,475.46
4916.0,13.87,41.74,1021.42,64.02,472.12
4917.0,14.42,48.92,1011.76,76.03,461.14
4918.0,29.1,77.95,1010.01,71.48,431.28
4919.0,28.41,75.6,1018.48,56.07,440.28
4920.0,27.27,72.58,1009.25,89.31,428.93
4921.0,24.69,71.73,1010.13,70.54,436.78
4922.0,23.97,44.57,1007.35,62.71,448.17
4923.0,25.09,57.43,1013.2,70.42,446.11
4924.0,11.3,40.55,1005.97,97.99,476.72
4925.0,23.47,69.71,1009.66,88.83,442.23
4926.0,28.13,56.9,1007.17,51.66,436.95
4927.0,14.79,47.83,1007.27,92.04,463.22
4928.0,21.59,61.87,1011.18,57.21,446.58
4929.0,24.38,47.01,1015.17,68.96,454.85
4930.0,29.16,55.68,1004.84,55.68,435.04
4931.0,31.18,69.04,1008.19,49.72,441.26
4932.0,23.64,70.04,1011.09,83.35,435.21
4933.0,15.0,40.66,1016.28,89.62,456.63
4934.0,8.16,39.72,1020.54,82.11,480.21
4935.0,23.01,66.54,1009.86,64.53,442.47
4936.0,26.16,70.04,1009.63,73.22,432.56
4937.0,23.46,59.27,1010.6,79.79,445.57
4938.0,16.39,52.75,1024.42,54.61,459.48
4939.0,11.67,36.18,1016.03,61.44,472.76
4940.0,21.87,69.45,1014.04,71.19,439.97
4941.0,17.23,40.12,1013.52,81.55,456.2
4942.0,28.27,66.56,1007.36,55.99,433.52
4943.0,12.27,41.17,1019.41,58.1,475.13
4944.0,23.6,48.98,1015.41,48.28,448.43
4945.0,11.58,40.66,1017.0,97.13,466.42
4946.0,28.26,72.43,1006.68,72.3,426.2
4947.0,25.6,58.46,1016.34,66.6,441.88
4948.0,11.74,40.6,1013.91,90.57,473.84
4949.0,28.05,70.36,1006.73,64.42,434.06
4950.0,29.9,64.79,1016.9,48.24,441.41
4951.0,14.77,49.15,1020.56,80.27,467.72
4952.0,12.93,45.51,1015.27,87.27,469.83
4953.0,10.75,45.01,1018.73,93.16,471.47
4954.0,18.64,67.71,1003.84,89.63,442.26
4955.0,10.27,40.64,1020.63,84.6,474.99
4956.0,27.08,66.05,1017.33,54.68,439.47
4957.0,10.59,41.54,1019.94,73.88,477.05
4958.0,22.61,44.05,1005.69,76.74,443.45
4959.0,25.48,58.95,1017.02,51.16,440.42
4960.0,20.86,51.3,1012.03,92.46,449.67
4961.0,10.03,41.62,1014.55,95.61,462.73
4962.0,23.75,68.51,1013.21,76.01,441.61
4963.0,10.36,43.67,1012.16,77.04,478.27
4964.0,23.41,74.99,1007.22,84.55,442.51
4965.0,25.81,66.51,1016.53,62.19,437.57
4966.0,20.79,57.32,1012.47,70.09,446.18
4967.0,19.69,56.65,1020.82,71.54,453.96
4968.0,26.16,63.76,1010.03,68.77,437.24
4969.0,19.94,38.52,1018.4,55.9,450.48
4970.0,30.52,71.77,1006.22,56.4,426.14
4971.0,25.0,59.43,1007.84,68.91,438.28
4972.0,21.16,50.66,1014.13,72.77,455.86
4973.0,22.89,73.11,1006.66,73.11,440.15
4974.0,6.65,38.5,1014.01,87.6,491.54
4975.0,24.24,71.58,1010.15,91.14,437.75
4976.0,24.42,66.56,1002.04,84.7,434.18
4977.0,13.32,44.2,1020.02,78.78,465.57
4978.0,23.83,71.37,1002.04,64.78,443.29
4979.0,28.79,68.51,1013.02,62.84,432.51
4980.0,14.87,35.71,1015.53,57.7,468.75
4981.0,10.52,41.01,1020.35,93.58,466.75
4982.0,22.49,61.27,1019.6,57.1,448.51
4983.0,4.89,45.87,1007.58,99.35,482.69
4984.0,10.76,40.78,1023.81,87.96,469.97
4985.0,19.11,58.95,1017.07,85.49,449.89
4986.0,17.23,41.1,1002.45,68.88,464.18
4987.0,29.1,73.4,1011.35,57.31,436.85
4988.0,5.98,39.61,1017.27,84.86,482.17
4989.0,21.99,42.48,1011.77,74.04,456.65
4990.0,25.09,71.58,1010.17,86.01,434.51
4991.0,30.35,69.51,1009.95,39.24,430.07
4992.0,7.28,39.81,1017.61,87.56,483.0
4993.0,21.08,46.93,1014.49,63.33,453.87
4994.0,16.34,41.16,1006.36,75.52,462.56
4995.0,27.59,71.97,1008.64,88.22,437.33
4996.0,15.75,39.0,1015.91,69.58,460.73
4997.0,21.9,47.43,1006.8,60.48,452.13
4998.0,24.57,66.54,1004.44,83.15,432.41
4999.0,19.95,50.59,1016.11,73.23,459.27
5000.0,13.66,40.55,1005.46,96.02,467.7
5001.0,21.73,61.45,1010.27,91.59,442.78
5002.0,15.07,50.88,1014.33,100.12,464.37
5003.0,30.82,78.87,1012.06,70.69,432.01
5004.0,30.69,69.89,1013.9,42.85,431.01
5005.0,21.91,58.62,1015.95,72.87,450.23
5006.0,8.77,40.77,1011.54,89.58,480.56
5007.0,9.57,52.75,1022.32,75.4,470.93
5008.0,14.57,37.86,1022.44,68.82,463.58
5009.0,34.53,73.03,1013.53,36.74,437.03
5010.0,20.86,57.32,1010.24,76.64,446.48
5011.0,22.84,71.25,1001.9,96.45,433.85
5012.0,24.65,64.63,1020.52,53.45,446.04
5013.0,30.15,67.32,1013.83,32.8,436.92
5014.0,17.8,43.72,1008.71,78.5,458.92
5015.0,10.95,40.81,1016.19,77.96,474.36
5016.0,19.4,49.69,1012.89,75.53,455.6
5017.0,26.09,49.3,1003.79,66.19,439.82
5018.0,28.76,60.23,1010.03,58.24,437.42
5019.0,28.91,70.72,1009.7,67.5,439.94
5020.0,12.0,41.17,1019.48,58.71,474.4
5021.0,25.71,71.14,1010.02,66.39,432.46
5022.0,18.78,63.09,1019.22,80.2,452.86
5023.0,20.73,59.87,1019.08,80.48,445.18
5024.0,22.97,64.15,1021.0,70.61,450.07
5025.0,13.17,38.91,1016.55,74.47,470.63
5026.0,13.61,41.16,1020.49,75.09,462.67
5027.0,30.34,68.08,1010.85,49.4,428.34
5028.0,31.02,70.4,1006.24,77.86,431.37
5029.0,12.6,41.74,1022.13,67.89,474.23
5030.0,18.81,49.15,1020.79,67.09,459.81
5031.0,20.17,58.12,1015.41,79.47,455.25
5032.0,7.61,41.26,1009.05,97.32,480.68
5033.0,24.55,57.5,1015.36,62.45,447.3
5034.0,12.77,36.71,1013.29,86.4,475.59
5035.0,29.5,72.86,1004.63,52.17,439.43
5036.0,7.26,41.22,1014.86,97.82,488.75
5037.0,15.74,71.14,1019.65,65.94,457.29
5038.0,21.79,58.2,1017.21,66.74,446.94
5039.0,9.18,39.42,1025.41,69.46,473.78
5040.0,20.24,58.41,1013.73,99.59,449.49
5041.0,22.31,51.19,1009.38,79.72,444.74
5042.0,16.63,39.16,1005.85,72.02,460.29
5043.0,21.46,74.87,1009.23,86.58,445.5
5044.0,21.06,62.91,1011.92,75.52,455.22
5045.0,28.86,73.4,1011.37,58.76,439.33
5046.0,26.6,61.41,1012.35,54.42,451.4
5047.0,13.67,44.92,1023.6,85.35,467.71
5048.0,18.1,48.06,1015.47,82.47,454.04
5049.0,22.59,66.54,1005.11,92.62,436.69
5050.0,29.78,70.98,1007.82,77.59,436.32
5051.0,22.25,59.8,1016.79,69.02,451.64
5052.0,30.38,74.16,1007.44,74.77,432.84
5053.0,17.18,40.55,1000.47,72.03,461.73
5054.0,16.58,44.68,1021.5,83.38,458.87
5055.0,11.72,40.92,1023.35,88.55,465.88
5056.0,23.25,63.86,1017.82,59.64,445.12
5057.0,10.23,41.46,1020.45,84.95,480.87
5058.0,25.33,48.6,1002.54,68.45,442.48
5059.0,5.48,40.07,1019.63,65.62,495.76
5060.0,23.74,49.21,1012.78,42.5,447.67
5061.0,27.22,66.49,1013.45,42.41,437.24
5062.0,18.83,58.46,1016.85,87.16,449.63
5063.0,33.83,67.9,1005.94,29.86,428.12
5064.0,24.77,58.41,1013.78,80.57,446.27
5065.0,28.55,74.33,1011.77,73.34,426.48
5066.0,25.61,52.36,1014.1,62.9,451.42
5067.0,10.38,37.73,1021.5,75.02,475.02
5068.0,27.35,69.48,1008.51,65.81,432.31
5069.0,4.49,38.44,1015.47,76.96,485.78
5070.0,22.49,58.71,1009.75,76.43,443.33
5071.0,12.04,40.1,1014.42,89.65,474.28
5072.0,27.39,69.14,1008.82,78.35,435.22
5073.0,21.73,50.32,1008.51,84.62,442.1
5074.0,7.64,40.02,1031.58,71.19,479.43
5075.0,33.38,71.06,1008.1,64.83,430.98
5076.0,8.96,40.05,1015.91,89.4,467.24
5077.0,22.31,70.32,1009.22,89.53,437.83
5078.0,12.57,43.8,1023.2,56.85,466.68
5079.0,14.57,25.88,1008.92,69.16,464.11
5080.0,14.22,48.6,1006.26,88.05,459.69
5081.0,15.14,37.85,1010.33,84.3,468.31
5082.0,24.29,62.91,1013.04,65.85,442.18
5083.0,14.24,39.52,1018.22,77.19,468.51
5084.0,14.85,44.63,1020.67,75.76,460.06
5085.0,7.89,39.37,1016.28,84.66,483.82
5086.0,14.04,40.56,1018.4,65.79,472.98
5087.0,30.18,68.24,1009.31,64.06,427.38
5088.0,14.07,46.18,1017.77,87.83,465.05
5089.0,18.23,45.01,1012.24,73.86,454.06
5090.0,22.99,61.02,1009.88,81.56,440.85
5091.0,16.3,38.73,1001.79,73.45,465.7
5092.0,27.37,72.58,1008.16,79.94,428.05
5093.0,24.82,59.27,1012.76,72.34,444.81
5094.0,19.41,49.39,1020.84,81.89,449.24
5095.0,16.63,53.82,1015.18,66.09,458.29
5096.0,6.67,36.08,1022.31,83.51,486.52
5097.0,22.69,54.2,1012.92,65.55,444.26
5098.0,24.43,67.25,1017.99,74.27,436.5
5099.0,12.85,40.35,1011.29,81.27,472.69
5100.0,23.15,66.48,1003.71,76.0,435.62
5101.0,27.35,77.95,1017.43,73.36,437.61
5102.0,13.8,45.08,1023.99,79.72,466.71
5103.0,7.71,38.06,1021.0,83.47,482.78
5104.0,33.82,72.29,1008.67,46.95,432.13
5105.0,18.61,47.83,1006.43,78.89,454.21
5106.0,17.8,46.48,1007.27,81.31,452.66
5107.0,27.1,52.84,1006.28,53.85,439.08
5108.0,15.36,41.35,1002.4,91.67,465.01
5109.0,8.42,37.49,1009.22,82.15,478.87
5110.0,20.25,63.91,1009.27,97.97,448.37
5111.0,11.6,39.96,1011.65,80.79,473.22
5112.0,13.95,71.14,1019.76,75.51,461.18
5113.0,21.99,51.19,1009.19,82.58,446.93
5114.0,28.1,61.02,1011.28,59.05,437.5
5115.0,10.94,39.04,1021.81,86.02,479.2
5116.0,20.04,49.39,1020.62,78.84,449.63
5117.0,17.57,43.7,1015.53,67.22,463.64
5118.0,14.43,39.82,1012.56,78.52,470.17
5119.0,16.37,54.3,1017.94,63.63,459.97
5120.0,13.82,40.2,1013.19,90.11,466.99
5121.0,10.37,37.5,1013.19,79.25,473.1
5122.0,28.02,71.77,1006.5,72.41,428.58
5123.0,29.98,47.93,1002.46,42.73,438.79
5124.0,16.55,41.93,1022.71,42.73,466.77
5125.0,19.27,50.9,1011.72,83.14,455.09
5126.0,29.25,71.94,1007.18,63.62,427.49
5127.0,19.12,50.16,1011.52,99.71,451.49
5128.0,22.07,70.72,1010.52,82.96,442.88
5129.0,26.0,69.89,1015.12,73.06,433.5
5130.0,25.51,67.69,1004.53,80.03,433.02
5131.0,13.83,43.22,1010.62,70.8,464.39
5132.0,21.08,63.13,1013.53,98.0,443.51
5133.0,16.74,39.16,1005.68,71.17,460.47
5134.0,21.04,54.2,1012.26,85.61,443.41
5135.0,28.97,73.5,1010.47,48.24,435.22
5136.0,17.45,50.9,1012.16,83.8,458.67
5137.0,20.82,57.76,1019.15,72.46,454.62
5138.0,7.64,41.17,1020.01,75.14,488.53
5139.0,24.85,71.98,1005.97,95.09,433.64
5140.0,12.69,40.71,1021.62,80.19,477.14
5141.0,18.32,66.86,1012.02,70.0,454.46
5142.0,26.13,79.74,1005.61,90.27,431.29
5143.0,18.99,59.27,1012.15,89.39,453.4
5144.0,28.31,70.32,1007.88,47.0,432.5
5145.0,31.7,70.36,1006.26,58.18,438.38
5146.0,10.18,35.76,1019.71,66.7,473.31
5147.0,22.49,62.52,1016.57,63.69,451.87
5148.0,16.98,44.85,1015.48,51.77,464.27
5149.0,14.1,42.18,1015.05,78.25,463.3
5150.0,12.27,41.17,1019.41,58.1,475.13
5151.0,31.19,68.3,1014.86,39.1,430.48
5152.0,13.32,43.22,1009.45,75.3,466.83
5153.0,24.26,61.02,1009.78,76.68,442.86
5154.0,27.33,73.18,1012.26,82.18,429.38
5155.0,30.97,74.22,1007.93,49.74,431.58
5156.0,21.71,60.77,1017.95,85.07,444.59
5157.0,22.26,60.37,1008.14,92.37,441.33
5158.0,27.75,77.24,1007.48,78.37,433.57
5159.0,25.18,47.93,1002.92,60.33,441.29
5160.0,30.71,68.24,1006.15,34.15,429.41
5161.0,26.42,71.06,1008.12,87.32,435.6
5162.0,10.4,45.01,1018.58,93.48,470.79
5163.0,12.21,44.34,1017.98,86.17,475.06
5164.0,12.68,40.69,1014.46,79.77,475.37
5165.0,25.18,62.96,1020.04,59.08,444.37
5166.0,8.9,39.96,1026.31,95.46,474.49
5167.0,30.93,71.85,1008.63,58.47,427.82
5168.0,30.35,77.17,1009.55,63.62,432.75
5169.0,23.49,64.63,1020.75,65.16,450.28
5170.0,19.77,56.65,1020.67,66.33,457.09
5171.0,23.18,51.43,1011.56,81.83,449.94
5172.0,32.11,78.05,1010.36,58.78,431.31
5173.0,23.96,46.93,1013.98,47.22,450.86
5174.0,20.32,39.72,1002.0,51.71,458.8
5175.0,29.08,67.79,1010.91,55.96,442.78
5176.0,32.63,73.88,1005.64,52.56,435.75
5177.0,18.32,42.18,1002.27,95.99,458.46
5178.0,14.17,42.99,1007.38,78.88,470.68
5179.0,16.49,49.39,1018.1,93.13,461.54
5180.0,19.23,41.67,1012.53,48.86,465.66
5181.0,26.24,51.43,1011.32,59.52,447.91
5182.0,10.92,40.92,1021.84,83.03,467.05
5183.0,31.87,71.22,1006.16,45.66,437.0
5184.0,10.05,41.17,1018.98,83.71,481.38
5185.0,14.75,40.66,1016.7,81.65,463.83
5186.0,18.26,60.95,1016.94,78.91,457.03
5187.0,17.34,44.78,1007.81,56.38,454.97
5188.0,29.91,74.33,1013.22,39.76,430.26
5189.0,16.76,43.77,1012.25,77.95,457.0
5190.0,6.33,39.33,1012.06,93.16,492.22
5191.0,29.17,64.79,1016.43,61.05,441.2
5192.0,20.32,44.6,1015.16,36.35,460.21
5193.0,23.64,63.31,1014.5,61.83,440.7
5194.0,32.09,69.4,1003.1,56.91,430.62
5195.0,29.83,62.66,1007.98,47.07,438.71
5196.0,22.29,56.89,1014.39,84.89,441.9
5197.0,30.66,73.77,1003.13,78.09,430.0
5198.0,24.8,59.87,1018.79,60.79,441.0
5199.0,21.33,50.32,1008.58,85.3,442.44
5200.0,28.9,68.84,1011.64,64.44,437.06
5201.0,10.31,44.63,1020.55,88.62,471.78
5202.0,32.31,62.04,1010.45,38.01,449.65
5203.0,25.66,71.77,1006.76,84.76,429.25
5204.0,15.93,25.88,1009.45,72.83,462.7
5205.0,8.86,36.71,1025.64,79.65,478.88
5206.0,12.45,40.81,1025.63,66.26,474.73
5207.0,25.44,70.17,1000.65,91.89,433.02
5208.0,23.21,58.66,1012.24,65.31,450.92
5209.0,14.24,39.99,1009.3,83.75,466.2
5210.0,8.46,39.66,1015.14,85.38,484.16
5211.0,24.11,68.63,1014.34,45.28,448.45
5212.0,16.0,44.9,1020.5,80.89,461.5
5213.0,25.56,60.32,1016.28,59.84,445.01
5214.0,20.12,69.45,1013.23,88.48,442.89
5215.0,22.82,60.08,1017.95,65.71,450.86
5216.0,19.65,57.85,1011.73,93.89,450.5
5217.0,32.48,62.04,1010.39,38.05,446.48
5218.0,13.73,50.59,1020.44,85.54,459.6
5219.0,23.43,51.43,1011.31,73.55,444.09
5220.0,15.18,44.2,1019.6,72.45,462.09
5221.0,10.59,39.96,1025.87,97.05,468.96
5222.0,28.96,75.23,1010.88,49.45,439.03
5223.0,15.5,44.34,1019.21,65.21,468.53
5224.0,30.14,67.69,1006.54,57.05,426.91
5225.0,10.69,36.71,1022.08,83.28,472.81
5226.0,24.5,58.66,1011.54,57.92,451.03
5227.0,23.25,69.45,1013.85,70.14,437.18
5228.0,13.21,40.03,1018.12,82.98,469.75
5229.0,30.88,67.83,1008.97,54.99,425.36
5230.0,26.04,72.43,1006.82,84.88,432.94
5231.0,24.91,64.45,1013.02,42.34,450.84
