id,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,label
5063,62,100,88,96,60,74,82,56,100,31,84,5,41,0,0,11,3
5064,0,91,44,100,74,78,71,51,48,26,12,5,42,0,100,1,2
5065,100,100,68,79,45,57,28,34,22,11,72,0,62,18,0,20,6
5066,53,100,24,78,0,56,36,41,100,55,91,44,59,23,37,0,4
5067,55,72,100,100,97,96,81,59,72,22,19,3,0,0,74,6,1
5068,0,91,38,100,81,91,67,62,100,40,98,16,51,5,0,0,3
5069,0,67,39,83,80,100,100,93,96,70,93,46,91,23,89,0,1
5070,10,82,15,51,70,36,54,0,20,28,0,73,42,91,100,100,5
5071,35,77,44,100,100,99,71,69,80,39,90,7,33,0,0,24,3
5072,0,62,20,8,58,0,91,32,100,92,65,100,30,70,11,17,0
5073,0,71,71,94,89,100,76,74,73,49,78,23,84,3,100,0,1
5074,16,83,60,100,100,80,71,53,72,45,96,22,49,0,0,3,3
5075,51,79,78,100,100,79,67,53,96,42,96,13,49,0,0,11,3
5076,66,88,16,70,0,23,45,0,97,28,100,74,49,100,18,66,0
5077,100,85,17,97,8,71,88,41,67,0,0,23,47,63,100,100,8
5078,87,75,53,100,0,81,40,61,81,78,100,41,77,5,16,0,9
5079,43,62,33,100,79,92,74,47,39,14,0,0,49,10,100,8,2
5080,66,100,73,96,34,72,0,48,39,31,100,46,75,26,64,0,4
5081,57,100,0,83,48,72,100,93,89,74,67,47,48,21,56,0,9
5082,100,98,58,100,23,90,32,60,72,57,69,19,33,0,0,14,5
5083,14,76,49,100,90,84,73,52,68,39,100,17,54,0,0,8,3
5084,60,100,15,85,0,50,10,17,57,0,100,18,69,43,20,31,6
5085,0,93,51,100,100,84,75,42,50,0,30,1,36,28,94,29,7
5086,48,68,59,95,100,100,78,62,43,31,0,9,40,11,88,0,2
5087,23,76,39,100,50,67,29,35,0,11,29,8,65,7,100,0,2
5088,0,68,26,100,48,75,28,33,0,2,29,0,64,2,100,1,2
5089,14,78,38,100,82,81,69,46,24,24,0,30,54,21,100,0,2
5090,0,66,46,84,100,100,83,80,71,60,62,40,54,20,62,0,1
5091,19,80,46,100,46,66,28,35,0,12,24,1,63,0,100,1,2
5092,4,87,53,100,76,78,47,51,97,38,100,11,46,0,0,7,3
5093,27,100,16,71,0,36,27,21,100,25,91,49,54,34,56,0,4
5094,0,95,62,100,96,71,58,36,31,0,100,20,94,38,1,42,7
5095,0,94,50,100,68,71,59,35,45,0,18,27,47,40,100,39,7
5096,22,75,58,41,38,0,0,8,55,39,100,74,60,100,7,76,8
5097,0,66,63,77,100,100,80,93,60,69,43,45,37,21,50,0,1
5098,79,100,46,82,13,52,0,18,48,0,100,18,58,37,0,27,6
5099,92,100,83,89,37,59,0,27,30,0,100,8,90,30,20,23,6
5100,0,92,45,100,53,68,40,33,31,0,5,32,47,43,100,45,7
5101,0,66,24,96,56,100,45,63,24,30,15,0,57,4,100,7,2
5102,0,100,60,97,100,73,82,36,64,0,88,15,89,38,23,40,7
5103,32,64,0,65,1,20,46,0,91,21,100,66,64,100,15,92,0
5104,41,69,78,60,100,100,37,97,57,69,89,54,66,7,0,0,9
5105,100,100,85,97,65,65,49,33,46,0,86,10,47,24,0,19,6
5106,0,88,48,98,100,100,80,67,46,34,13,0,24,32,77,41,7
5107,100,100,66,86,41,58,24,29,27,0,79,2,56,21,0,26,6
5108,0,94,39,100,54,63,55,20,47,0,19,32,58,35,100,36,7
5109,100,88,32,100,0,64,55,31,40,0,5,30,55,66,91,98,8
5110,27,99,2,62,0,21,39,0,86,17,100,55,80,93,33,100,0
5111,36,79,20,100,67,81,53,43,0,20,8,25,59,0,100,17,2
5112,83,71,75,100,31,85,72,74,100,62,86,26,51,0,0,5,9
5113,44,79,19,60,6,14,55,0,100,34,92,79,35,100,0,69,0
5114,60,100,46,70,9,40,0,38,57,31,100,53,91,36,75,0,4
5115,82,62,85,100,28,91,48,54,99,74,100,35,66,0,0,2,9
5116,57,100,100,100,53,91,22,66,67,48,91,20,50,0,0,8,5
5117,63,93,69,100,38,67,16,31,43,4,100,22,48,25,0,0,6
5118,0,55,57,76,100,100,73,83,71,57,79,32,89,6,93,0,1
5119,14,87,44,65,71,100,0,87,44,69,94,72,100,23,36,0,9
5120,34,84,42,100,19,65,0,31,56,40,100,55,87,38,85,0,4
5121,27,97,0,57,6,14,58,0,100,30,100,72,57,100,11,74,0
5122,0,100,49,99,83,73,79,36,67,0,51,16,47,38,100,38,7
5123,69,72,100,100,35,91,0,57,59,60,100,61,71,25,18,0,9
5124,89,100,38,85,8,54,0,20,45,0,100,12,88,40,29,39,6
5125,0,90,38,100,77,95,68,69,87,50,100,19,70,0,32,6,3
5126,100,83,29,71,0,85,63,100,100,79,96,52,92,26,100,0,9
5127,14,84,24,100,81,89,42,65,27,47,100,37,71,12,0,0,3
5128,0,96,21,97,79,100,100,98,67,76,48,50,33,23,31,0,7
5129,31,100,32,94,1,56,0,13,53,0,100,21,56,37,5,18,6
5130,22,100,1,52,63,67,62,21,0,0,4,59,28,96,100,97,5
5131,0,67,45,80,100,100,50,85,32,64,23,42,18,21,14,0,1
5132,0,59,20,79,100,100,100,90,60,67,33,44,7,22,33,0,1
5133,31,94,100,100,66,96,5,79,0,50,69,37,92,10,22,0,5
5134,100,89,58,100,29,72,70,75,79,49,87,8,43,0,0,8,9
5135,41,75,46,100,87,86,70,53,38,25,0,19,53,18,100,0,2
5136,47,96,100,100,53,93,15,74,46,58,77,34,51,9,0,0,5
5137,23,96,0,61,2,20,37,0,75,19,100,53,95,93,55,100,0
5138,54,94,100,100,60,99,25,75,41,58,73,39,44,10,0,0,5
5139,90,100,53,73,19,46,0,16,41,0,100,8,81,26,20,29,6
5140,55,100,16,79,0,39,5,0,61,1,100,31,67,61,5,67,0
5141,84,97,40,79,0,39,9,0,62,26,100,67,71,100,15,80,0
5142,21,87,49,100,96,87,53,63,65,48,100,21,55,0,0,5,3
5143,60,91,0,85,19,37,82,27,31,0,3,30,40,74,100,100,5
5144,64,100,15,77,0,45,100,59,84,78,58,90,56,44,67,0,4
5145,11,100,0,86,2,66,26,47,81,44,100,40,83,20,79,0,4
5146,0,100,10,86,14,67,32,50,71,51,82,37,89,18,100,0,4
5147,40,98,17,76,0,28,35,0,84,25,100,70,55,100,4,95,0
5148,35,93,94,100,100,94,44,82,47,48,98,31,58,6,0,0,5
5149,0,83,30,100,61,78,64,39,52,0,31,24,61,48,100,57,7
5150,8,97,14,72,0,35,10,0,69,18,100,53,90,90,25,100,0
5151,0,63,63,33,72,0,20,9,58,42,100,74,56,100,7,71,8
5152,95,100,57,84,33,50,22,12,66,0,100,24,47,22,0,6,6
5153,48,86,16,51,0,11,37,0,77,29,100,66,81,100,31,92,0
5154,87,78,50,94,16,59,0,19,45,0,99,24,100,63,67,100,0
5155,17,100,0,81,2,62,42,46,100,52,79,39,77,19,89,0,4
5156,0,92,35,100,80,99,70,53,55,0,35,13,56,31,100,32,7
5157,26,79,0,49,14,0,74,15,100,61,62,100,9,77,1,26,0
5158,77,100,28,80,4,52,2,23,44,0,100,11,51,28,0,14,6
5159,100,98,60,100,12,99,28,64,73,58,78,21,39,0,0,3,5
5160,23,65,37,100,72,83,64,45,36,12,0,3,48,10,100,0,2
5161,46,100,4,75,7,24,53,0,100,21,89,68,44,97,0,88,0
5162,100,100,49,88,20,56,7,19,46,0,95,17,51,22,0,7,6
5163,4,73,44,100,83,81,55,43,12,15,0,22,52,20,100,0,2
5164,79,98,0,87,39,48,95,13,28,0,46,40,100,77,58,100,8
5165,0,100,53,99,66,67,59,33,53,0,36,18,38,42,100,42,7
5166,9,81,5,24,54,0,99,38,100,94,48,100,8,56,0,4,0
5167,58,50,88,84,100,100,84,60,80,19,40,0,0,4,64,5,1
5168,16,95,39,100,67,82,48,57,87,36,100,12,49,0,0,3,3
5169,40,100,7,58,51,41,13,0,0,25,5,75,35,98,100,98,5
5170,44,83,58,67,66,100,35,78,93,79,100,33,59,0,0,28,9
5171,55,100,22,77,2,47,0,16,46,0,100,10,80,30,31,16,6
5172,59,100,38,81,14,54,0,26,51,13,100,32,84,28,70,0,4
5173,35,100,0,71,32,50,95,54,100,78,85,70,76,35,71,0,4
5174,0,73,48,91,62,100,56,46,71,12,100,16,42,6,15,0,1
5175,54,100,0,78,47,62,63,20,13,0,18,49,40,95,100,95,5
5176,90,100,39,78,4,49,0,18,59,0,100,24,41,39,10,13,6
5177,35,100,35,87,14,62,0,35,35,16,97,34,100,26,89,0,4
5178,47,100,0,72,0,38,82,30,100,65,87,95,77,47,62,0,4
5179,13,72,27,98,93,100,100,75,58,54,85,37,56,14,0,0,3
5180,43,84,0,77,48,37,28,0,1,25,68,57,100,97,21,100,8
5181,23,69,60,33,48,0,0,19,48,50,100,81,68,100,17,71,8
5182,45,100,4,91,40,77,51,76,72,49,100,22,69,0,0,3,9
5183,56,100,24,73,0,37,8,2,74,5,100,36,41,34,27,0,6
5184,100,100,66,90,26,66,0,40,4,12,62,0,80,19,10,16,6
5185,48,100,4,73,0,42,71,34,100,60,95,72,58,36,29,0,4
5186,21,80,60,95,100,100,55,87,37,52,76,28,46,2,0,0,5
5187,100,100,64,81,39,55,24,26,37,0,76,11,41,24,0,10,6
5188,0,100,45,99,83,79,71,39,66,0,100,23,55,40,6,48,7
5189,35,94,0,66,51,54,48,13,1,0,17,47,35,94,100,100,5
5190,61,97,0,88,57,60,75,16,4,0,2,49,24,98,100,100,5
5191,0,99,27,100,49,83,51,55,43,29,44,3,72,0,100,2,2
5192,84,76,80,100,5,88,0,60,76,63,100,62,83,30,79,0,9
5193,0,93,46,100,94,90,83,52,69,14,49,0,49,28,100,28,7
5194,95,100,56,93,18,62,0,27,37,0,100,8,74,32,15,16,6
5195,43,89,79,64,79,100,32,77,88,78,100,36,69,0,0,3,9
5196,0,86,34,100,60,86,42,60,70,43,100,26,70,8,29,0,3
5197,21,100,4,74,0,30,32,0,81,20,100,59,76,96,25,90,0
5198,34,100,22,67,0,36,34,23,86,30,100,61,94,33,91,0,4
5199,32,88,65,100,83,76,50,55,94,38,100,12,52,0,0,1,3
5200,39,100,6,71,0,36,61,26,100,47,98,69,80,35,75,0,4
5201,84,100,53,78,18,50,0,20,39,0,100,14,70,37,3,34,6
5202,2,100,74,100,100,76,65,46,35,15,17,0,0,33,74,37,7
5203,12,74,66,73,100,100,39,96,0,68,62,70,49,40,27,0,9
5204,37,85,73,100,100,77,72,50,99,39,84,9,40,0,0,14,3
5205,0,30,29,53,65,77,100,100,100,80,85,53,73,27,69,0,1
5206,16,100,0,57,55,55,44,0,12,17,6,77,45,98,100,100,6
5207,9,100,0,77,11,51,74,53,100,72,59,50,33,25,9,0,4
5208,20,98,49,100,51,65,31,36,0,16,28,10,64,5,100,0,2
5209,46,100,19,77,0,49,0,20,42,0,100,7,77,28,27,17,6
5210,26,77,49,100,100,94,76,67,73,43,94,16,51,0,0,13,3
5211,20,79,30,100,100,99,66,71,45,59,97,40,70,11,0,0,3
5212,50,100,10,67,100,100,14,94,19,56,0,0,89,29,1,40,8
5213,56,100,66,64,100,92,42,95,65,61,74,52,62,3,0,0,9
5214,14,73,0,27,38,0,84,10,100,55,75,96,31,100,9,60,0
5215,53,100,33,71,0,44,14,43,68,37,100,58,85,33,83,0,4
5216,0,69,35,100,100,94,69,49,26,8,71,0,36,40,15,83,8
5217,4,25,68,64,33,97,0,36,38,0,100,43,96,100,22,85,0
5218,33,95,29,61,71,39,38,0,0,15,10,71,45,98,100,100,5
5219,62,95,12,76,74,39,100,0,21,6,30,57,65,100,0,66,8
5220,14,63,1,32,34,0,78,4,100,47,79,92,37,100,0,71,0
5221,0,91,10,57,48,30,20,0,8,34,12,79,49,100,100,91,5
5222,0,53,29,73,67,94,79,100,71,71,71,41,73,13,100,0,1
5223,0,71,39,94,100,100,100,73,54,48,11,23,33,1,95,0,2
5224,0,37,28,55,62,79,100,100,98,84,84,55,76,26,67,0,1
5225,81,100,56,78,22,54,0,30,46,14,100,27,100,25,87,0,4
5226,62,77,24,100,1,71,41,36,50,0,0,22,42,55,100,74,8
5227,21,100,7,51,37,89,39,87,44,20,0,0,30,2,100,7,1
5228,100,100,48,80,0,45,74,36,99,57,70,86,65,43,66,0,4
5229,15,81,42,100,71,81,54,54,27,30,0,5,45,0,100,1,2
5230,51,100,24,83,6,54,0,25,31,0,100,15,57,32,10,11,6
5231,39,100,0,61,20,14,71,0,100,37,78,88,29,100,16,49,0
5232,53,100,36,91,15,55,10,17,61,0,100,21,59,50,0,61,6
5233,83,63,48,100,0,76,61,40,82,0,3,9,38,55,100,91,8
5234,86,100,56,99,19,67,0,25,31,0,81,15,100,53,78,93,0
5235,44,81,68,100,85,74,69,46,40,21,0,0,41,5,100,8,2
5236,13,81,24,100,89,97,100,75,63,52,97,22,55,0,0,12,3
5237,9,77,0,28,33,0,74,16,100,56,77,95,33,100,1,68,0
5238,100,100,56,80,23,55,0,26,22,0,76,4,62,23,10,13,6
5239,3,15,44,51,88,88,46,100,42,63,100,31,72,0,0,17,8
5240,77,100,43,84,18,59,0,35,48,17,91,32,82,24,100,0,4
5241,57,60,61,61,100,100,37,99,62,78,93,52,67,2,0,0,9
5242,90,100,53,75,16,45,0,35,52,35,100,44,96,41,87,0,4
5243,29,91,100,100,79,100,4,95,21,68,68,42,68,14,0,0,5
5244,51,82,27,57,99,75,55,100,47,64,100,52,77,4,0,0,9
5245,44,97,13,100,56,87,61,95,92,58,100,14,53,0,0,4,9
5246,0,100,14,81,5,58,28,39,88,47,97,44,91,21,100,0,4
5247,0,100,16,66,45,34,66,0,39,28,18,62,40,94,100,99,5
5248,0,92,44,100,91,93,100,56,85,18,61,0,40,27,86,35,7
5249,0,46,42,66,79,88,100,100,84,75,72,49,63,23,60,0,1
5250,2,75,35,100,96,95,88,67,77,39,100,9,41,0,0,20,3
5251,61,100,28,73,11,44,19,12,70,0,100,22,49,36,0,21,6
5252,13,96,55,100,100,74,65,37,27,0,0,23,4,51,96,55,7
5253,15,52,29,87,31,100,31,64,29,27,0,1,40,0,100,1,1
5254,26,75,59,41,65,3,0,0,14,36,63,66,100,100,36,90,8
5255,80,80,18,66,0,84,51,100,78,77,78,50,78,24,100,0,9
5256,12,84,36,100,0,65,46,44,100,57,83,75,53,38,28,0,4
5257,100,100,55,96,20,66,0,32,16,0,79,2,68,27,9,13,6
5258,32,81,70,100,95,83,69,55,35,31,0,9,49,2,100,0,2
5259,59,55,100,80,66,100,9,89,0,63,58,55,82,33,62,0,9
5260,100,100,39,90,1,59,0,22,46,0,93,22,54,46,0,26,6
5261,93,71,0,76,15,92,95,100,100,75,93,50,88,25,83,0,9
5262,26,97,97,100,63,99,0,82,34,59,100,43,79,9,9,0,5
5263,49,72,99,97,100,100,81,60,66,20,0,0,9,3,99,8,1
5264,7,72,0,100,42,100,100,100,90,80,61,55,39,28,23,0,7
5265,27,100,13,66,0,26,39,31,100,30,93,51,77,38,77,0,4
5266,15,73,41,100,87,93,60,64,99,43,100,8,50,0,0,11,3
5267,56,100,11,85,0,39,28,0,80,4,100,47,83,90,32,92,0
5268,61,95,20,91,0,42,25,0,79,12,100,58,67,100,20,99,0
5269,73,69,100,100,0,95,39,54,85,13,7,0,13,40,89,73,8
5270,0,94,30,100,66,78,33,52,88,46,100,17,52,0,8,11,3
5271,0,92,44,100,100,92,66,62,37,31,10,0,7,19,58,31,7
5272,3,77,0,37,34,0,84,19,100,64,66,100,20,71,22,25,0
5273,63,100,31,82,0,52,36,29,100,45,99,59,59,30,28,0,4
5274,44,82,42,51,100,77,47,100,0,81,74,69,54,35,36,0,9
5275,26,100,0,70,16,41,69,42,100,70,92,63,71,31,49,0,4
5276,30,96,0,64,10,23,50,0,89,25,100,65,76,100,25,96,0
5277,0,60,37,78,79,96,100,100,79,75,59,50,40,25,22,0,1
5278,73,100,23,83,3,53,0,22,42,0,100,14,53,32,9,13,6
5279,9,63,66,39,77,0,0,4,41,41,100,75,77,100,0,77,8
5280,0,27,32,51,66,75,99,100,100,87,79,58,57,29,40,0,1
5281,28,68,37,100,96,94,82,47,66,0,100,6,46,36,0,70,8
5282,100,100,71,87,45,65,21,41,4,16,34,0,53,16,0,22,6
5283,100,90,75,100,64,79,94,96,81,66,64,37,35,15,0,0,9
5284,39,83,58,100,100,90,80,63,94,37,80,9,35,0,0,17,3
5285,44,100,8,62,0,14,50,0,99,31,100,78,45,90,11,49,0
5286,12,78,43,100,100,97,78,66,38,40,0,13,38,0,100,3,2
5287,28,100,4,63,0,20,32,0,73,24,100,59,77,89,30,85,0
5288,66,100,26,74,0,49,80,60,100,75,59,78,37,38,3,0,4
5289,40,100,21,89,0,55,10,18,55,0,100,15,56,27,26,1,6
5290,100,84,49,78,79,39,84,0,0,13,37,50,93,85,18,100,8
5291,32,67,48,100,82,83,72,48,43,19,0,0,47,13,100,12,2
5292,54,86,84,100,100,79,71,59,56,34,62,9,22,0,0,15,3
5293,0,45,35,66,74,90,100,100,78,75,52,50,30,25,24,0,1
5294,50,100,18,76,2,48,0,20,40,0,100,7,68,28,0,27,6
5295,100,100,55,86,18,60,0,28,26,0,79,14,63,42,10,41,6
5296,56,100,30,57,0,34,56,40,100,49,88,86,62,43,40,0,4
5297,10,100,0,76,21,48,81,52,100,73,88,65,86,32,88,0,4
5298,0,73,30,100,62,86,46,48,13,22,21,21,58,4,100,0,2
5299,26,100,0,71,41,50,97,52,100,87,81,67,67,34,59,0,4
5300,71,95,25,88,0,43,15,0,64,11,100,50,87,95,38,100,0
5301,26,96,92,100,72,100,9,81,41,64,100,40,67,5,0,0,5
5302,49,94,76,73,82,100,30,77,100,81,100,42,75,2,0,0,9
5303,21,100,9,73,0,45,39,30,95,39,100,55,95,28,97,0,4
5304,17,85,30,54,91,46,70,0,26,14,0,62,32,93,100,100,5
5305,15,67,44,100,51,91,44,44,29,0,0,1,50,4,100,2,1
5306,69,100,27,79,3,51,8,21,51,0,100,3,56,22,0,28,6
5307,24,61,63,80,100,100,100,90,79,67,55,44,26,22,0,0,1
5308,0,37,35,58,70,80,100,100,86,75,70,50,56,25,49,0,1
5309,34,87,70,100,100,92,83,67,73,40,77,14,41,1,0,0,3
5310,38,100,10,67,0,28,26,0,73,13,100,45,76,77,29,88,0
5311,26,100,7,77,0,44,43,35,86,46,100,67,91,33,79,0,4
5312,0,82,37,100,75,87,61,55,34,27,9,5,56,5,100,0,2
5313,100,100,52,94,22,70,1,44,0,15,39,0,70,19,29,28,6
5314,28,96,0,62,12,12,47,0,82,11,100,58,77,100,42,99,0
5315,0,87,46,100,100,98,76,77,45,58,67,37,55,15,12,0,3
5316,25,67,15,26,57,0,100,34,95,74,42,100,0,67,1,26,0
5317,64,100,19,66,0,24,64,19,100,45,98,88,78,46,69,0,4
5318,100,100,22,86,23,55,73,27,42,0,0,20,53,47,100,77,8
5319,20,69,35,100,68,82,59,44,30,12,0,0,50,6,100,6,2
5320,55,100,21,73,7,42,17,10,66,0,100,24,55,40,0,32,6
5321,0,100,24,98,99,100,100,90,59,70,33,47,19,23,28,0,7
5322,0,100,20,98,78,98,100,92,61,72,33,48,15,22,25,0,7
5323,74,100,40,77,0,53,44,45,100,51,76,54,51,27,35,0,4
5324,0,83,26,100,58,92,47,58,22,31,34,4,67,0,100,0,2
5325,27,96,0,59,1,10,38,0,75,20,100,59,75,97,36,100,0
5326,66,92,29,100,50,72,67,94,97,58,100,18,53,0,0,9,9
5327,28,100,13,76,0,47,59,38,100,60,92,58,79,28,65,0,4
5328,38,100,11,71,0,30,33,0,82,5,100,43,76,79,28,88,0
5329,0,0,39,9,74,28,95,52,100,79,73,100,42,85,77,67,9
5330,0,79,34,100,57,80,46,45,18,14,10,0,59,1,100,2,2
5331,57,96,0,87,46,65,63,15,7,0,3,39,43,84,100,100,5
5332,7,48,16,2,69,0,100,38,94,84,44,100,4,67,0,22,0
5333,36,100,29,81,0,56,12,32,67,32,95,54,94,26,100,0,4
5334,16,65,27,100,50,70,33,33,0,3,1,0,50,5,100,4,2
5335,0,65,51,62,69,100,60,66,58,25,100,9,51,2,10,0,1
5336,59,60,99,88,38,100,0,73,80,74,100,58,52,29,6,0,9
5337,98,85,30,100,0,68,77,64,84,78,100,39,94,0,15,1,9
5338,0,88,50,100,83,85,52,61,62,38,100,18,57,1,3,0,3
5339,20,65,43,94,76,100,58,64,44,27,0,1,18,4,100,0,1
5340,15,89,0,54,19,0,74,7,100,57,64,100,12,85,7,32,0
5341,4,82,47,100,84,85,77,50,44,21,0,13,53,16,100,0,2
5342,0,89,23,100,79,94,73,48,51,2,31,0,42,31,100,30,7
5343,60,86,55,71,0,71,42,97,100,100,96,64,62,31,38,0,9
5344,0,54,24,68,71,89,100,100,69,76,43,50,19,26,5,0,1
5345,0,83,41,100,72,81,32,55,74,48,100,19,54,0,0,15,3
5346,0,94,52,100,100,96,93,52,85,8,62,0,36,24,91,30,7
5347,62,100,38,71,0,46,6,41,58,33,100,52,83,34,72,0,4
5348,26,100,85,99,89,65,59,31,37,0,0,31,23,48,100,49,7
5349,0,61,42,78,81,98,100,100,84,74,72,49,65,23,65,0,1
5350,81,79,38,57,13,88,61,100,84,65,100,28,75,0,0,5,9
5351,30,100,0,60,1,16,49,0,93,28,100,72,56,99,1,90,0
5352,2,83,32,100,69,84,41,59,76,40,100,15,54,0,0,10,3
5353,11,76,30,100,42,68,27,34,0,5,16,17,58,8,100,0,2
5354,55,100,16,89,0,59,4,28,34,0,100,1,90,25,32,10,6
5355,100,84,92,100,40,74,1,40,6,0,67,3,58,39,0,43,6
5356,100,100,72,83,46,59,29,35,20,9,62,0,60,22,0,29,6
5357,48,72,78,100,100,80,69,48,32,22,0,18,45,17,88,0,2
5358,55,100,33,83,0,53,40,39,100,47,90,60,48,32,23,0,4
5359,92,88,69,100,60,61,100,82,97,73,70,34,38,0,0,0,9
5360,100,100,66,99,23,69,0,35,17,1,94,0,86,30,10,29,6
5361,26,71,52,100,76,76,50,40,12,11,0,0,50,2,100,5,2
5362,62,99,0,92,32,50,100,24,67,0,1,19,38,64,48,100,8
5363,37,78,8,60,56,34,44,0,0,10,10,55,43,86,100,100,5
5364,70,98,100,100,49,96,25,62,63,53,78,24,39,0,0,5,5
5365,22,100,0,68,2,42,54,46,100,55,72,75,51,38,37,0,4
5366,0,97,30,96,71,98,100,100,67,83,47,56,32,28,24,0,7
5367,57,74,45,100,14,69,46,33,39,0,0,23,49,49,100,73,8
5368,100,100,58,95,20,71,0,43,7,13,58,0,97,21,54,33,6
5369,42,79,53,100,68,75,48,48,17,24,0,10,50,7,100,0,2
5370,70,100,21,78,0,40,11,0,65,6,94,43,100,82,45,88,0
5371,34,89,0,64,47,49,61,8,25,0,33,53,45,100,100,92,5
5372,66,82,15,81,25,36,52,0,0,12,52,55,100,100,35,76,8
5373,21,100,0,69,1,32,29,0,82,16,100,52,79,86,20,82,0
5374,100,100,63,93,24,64,0,30,21,0,70,18,47,46,3,33,6
5375,42,90,91,100,100,76,56,57,86,49,89,17,46,0,0,12,3
5376,77,100,31,73,0,50,68,51,100,56,69,82,46,41,23,0,4
5377,8,100,0,78,8,42,58,43,97,69,100,73,92,37,87,0,4
5378,73,100,22,62,0,0,65,14,100,73,42,82,51,65,41,37,0
5379,81,100,46,75,19,49,0,22,29,0,100,10,97,33,20,32,6
5380,46,65,81,100,70,82,60,28,24,0,0,0,50,3,100,9,1
5381,31,90,67,100,87,84,58,61,79,35,100,10,52,0,0,4,3
5382,59,86,26,92,0,49,21,5,68,0,100,35,82,81,39,100,0
5383,0,18,39,59,82,100,34,100,34,62,100,36,68,0,14,19,8
5384,44,100,29,67,0,31,32,15,100,16,99,52,89,40,82,0,4
5385,100,100,63,99,29,74,3,43,0,6,41,0,66,22,25,31,6
5386,26,64,0,28,26,0,72,24,100,60,97,99,45,100,7,71,0
5387,0,87,6,97,64,100,100,93,71,72,50,49,34,25,30,0,7
5388,0,70,33,100,100,94,100,59,75,25,47,0,69,34,14,61,8
5389,0,57,14,91,50,100,55,66,37,32,24,0,62,6,100,15,2
5390,33,92,72,100,100,88,80,69,61,49,67,27,35,12,0,0,3
5391,0,94,45,100,70,76,32,58,86,52,100,22,56,0,2,1,3
5392,92,76,28,67,3,100,58,98,77,61,100,24,80,0,0,8,9
5393,20,73,57,44,76,2,0,0,40,40,100,76,77,100,22,65,8
5394,0,55,58,77,100,100,89,97,63,73,37,49,11,24,0,0,1
5395,11,84,0,66,58,67,99,41,41,0,6,33,8,84,100,100,5
5396,18,100,0,76,0,49,65,41,100,66,80,55,72,27,70,0,4
5397,100,100,48,87,13,55,4,19,50,0,94,25,49,38,0,15,6
5398,0,91,40,100,94,94,60,75,84,52,100,27,53,12,1,0,3
5399,34,100,9,76,0,50,51,35,100,52,89,51,86,24,85,0,4
5400,43,100,47,68,0,33,29,36,100,45,88,63,61,25,55,0,4
5401,20,63,42,100,36,88,30,46,23,4,0,2,50,0,100,4,1
5402,0,100,21,73,50,52,84,67,100,100,89,69,88,35,86,0,4
5403,5,91,0,52,14,13,61,0,97,30,100,70,66,100,14,98,0
5404,28,81,60,100,100,85,81,57,95,39,91,12,44,0,0,11,3
5405,41,98,82,100,65,71,57,61,100,48,87,17,45,0,0,7,3
5406,87,75,29,75,0,89,55,100,100,84,90,54,63,26,31,0,9
5407,13,100,0,98,8,57,80,54,100,66,71,95,48,48,34,0,4
5408,30,100,25,82,0,48,11,38,64,45,100,54,91,37,85,0,4
5409,0,71,40,91,85,100,92,75,68,48,100,22,70,3,22,0,3
5410,24,73,85,63,100,24,35,0,18,33,66,67,79,100,0,88,8
5411,14,93,47,100,56,70,35,41,1,18,0,0,50,1,100,1,2
5412,0,87,56,100,80,70,62,35,56,0,11,28,11,43,100,49,7
5413,12,91,55,98,100,100,100,83,67,64,54,39,37,14,0,0,3
5414,45,80,69,100,85,75,57,53,100,45,81,14,33,0,0,14,3
5415,34,78,39,53,100,24,49,0,44,35,77,70,76,100,0,80,8
5416,29,100,14,81,0,50,64,44,100,62,92,64,84,32,83,0,4
5417,34,68,63,100,65,65,36,29,0,0,6,9,52,16,100,7,2
5418,4,88,19,58,59,31,24,0,6,35,0,76,44,98,100,100,5
5419,14,79,49,100,64,71,38,39,0,15,9,16,55,0,100,10,2
5420,65,82,14,100,33,49,100,5,8,0,0,41,90,72,12,98,8
5421,53,73,69,100,100,84,78,53,73,44,90,16,46,0,0,12,3
5422,100,100,50,100,34,60,69,25,43,0,0,18,27,58,65,92,8
5423,49,100,57,55,40,9,0,0,44,40,100,77,77,100,14,69,8
5424,13,74,40,100,70,77,46,42,9,15,0,3,50,1,100,0,2
5425,59,84,20,66,59,29,15,0,0,36,58,66,100,100,24,92,8
5426,0,85,38,100,60,85,34,59,76,50,100,26,68,5,24,0,3
5427,100,78,52,52,0,64,19,98,77,100,92,64,80,28,44,0,9
5428,80,100,28,96,0,20,52,0,100,65,61,94,57,68,32,30,0
5429,100,100,58,90,20,60,0,27,33,0,98,8,64,21,2,8,6
5430,8,44,30,84,100,100,97,59,66,19,67,0,61,38,0,69,8
5431,100,100,67,90,33,75,25,60,0,45,0,30,0,15,0,0,1
5432,85,84,39,95,0,57,10,9,62,0,100,38,92,88,43,100,0
5433,13,79,31,100,73,82,59,45,17,19,0,23,53,17,100,0,2
5434,13,83,0,61,4,15,54,0,98,28,100,73,55,100,16,71,0
5435,0,44,29,62,66,80,100,100,79,78,59,52,40,26,25,0,1
5436,100,100,54,80,25,54,0,29,0,2,75,0,89,18,19,31,6
5437,100,100,70,87,50,73,33,58,23,43,10,29,0,15,0,0,1
